	THP1_0H	THP1_0H_2	THP1_0H_3	Avg_expression	log2
LOC100652771	4.161099184	6.084160745	1.62456604	3.956608657	1.984264377
MIR551A	0	0	0.81228302	0.270761007	-1.884908109
AADACL3	0	0	0.81228302	0.270761007	-1.884908109
CELA2A	0	0	0.81228302	0.270761007	-1.884908109
PADI6	0	0	0.81228302	0.270761007	-1.884908109
MIR1290	0	0	0.81228302	0.270761007	-1.884908109
CAMK2N1	0	0	0.81228302	0.270761007	-1.884908109
CNR2	0	0	0.81228302	0.270761007	-1.884908109
TINAGL1	0	0	0.81228302	0.270761007	-1.884908109
SPOCD1	0	0	0.81228302	0.270761007	-1.884908109
MIR1273F	0	0	0.81228302	0.270761007	-1.884908109
LHX8	0	0	0.81228302	0.270761007	-1.884908109
MIR4423	0	0	0.81228302	0.270761007	-1.884908109
MIR2682	0	0	0.81228302	0.270761007	-1.884908109
MIR137	0	0	0.81228302	0.270761007	-1.884908109
PALMD	0	0	0.81228302	0.270761007	-1.884908109
SLC6A17	0	0	0.81228302	0.270761007	-1.884908109
KCNA10	0	0	0.81228302	0.270761007	-1.884908109
HSD3B1	0	0	0.81228302	0.270761007	-1.884908109
MIR554	0	0	0.81228302	0.270761007	-1.884908109
FLG2	0	0	0.81228302	0.270761007	-1.884908109
DARC	0	0	0.81228302	0.270761007	-1.884908109
ATP1A4	0	0	0.81228302	0.270761007	-1.884908109
MIR556	0	0	0.81228302	0.270761007	-1.884908109
PRRX1	0	0	0.81228302	0.270761007	-1.884908109
C1orf129	0	0	0.81228302	0.270761007	-1.884908109
B3GALT2	0	0	0.81228302	0.270761007	-1.884908109
CFHR3	0	0	0.81228302	0.270761007	-1.884908109
LOC641515	0	0	0.81228302	0.270761007	-1.884908109
IL10	0	0	0.81228302	0.270761007	-1.884908109
CR2	0	0	0.81228302	0.270761007	-1.884908109
LOC100652793	0	0	0.81228302	0.270761007	-1.884908109
MIR4742	0	0	0.81228302	0.270761007	-1.884908109
WDR64	0	0	0.81228302	0.270761007	-1.884908109
VN1R5	0	0	0.81228302	0.270761007	-1.884908109
OR2W5	0	0	0.81228302	0.270761007	-1.884908109
OR14A16	0	0	0.81228302	0.270761007	-1.884908109
OR2T12	0	0	0.81228302	0.270761007	-1.884908109
OR14C36	0	0	0.81228302	0.270761007	-1.884908109
ITIH5	0	0	0.81228302	0.270761007	-1.884908109
ITGA8	0	0	0.81228302	0.270761007	-1.884908109
LOC100652938	0	0	0.81228302	0.270761007	-1.884908109
MRC1	0	0	0.81228302	0.270761007	-1.884908109
LOC338579	0	0	0.81228302	0.270761007	-1.884908109
ZNF503-AS1	0	0	0.81228302	0.270761007	-1.884908109
ANKRD22	0	0	0.81228302	0.270761007	-1.884908109
LOC100505540	0	0	0.81228302	0.270761007	-1.884908109
HPSE2	0	0	0.81228302	0.270761007	-1.884908109
CYP17A1	0	0	0.81228302	0.270761007	-1.884908109
LOC100505856	0	0	0.81228302	0.270761007	-1.884908109
LOC100129413	0	0	0.81228302	0.270761007	-1.884908109
LOC100506006	0	0	0.81228302	0.270761007	-1.884908109
LOC338651	0	0	0.81228302	0.270761007	-1.884908109
OR56A5	0	0	0.81228302	0.270761007	-1.884908109
MRGPRX3	0	0	0.81228302	0.270761007	-1.884908109
DCDC1	0	0	0.81228302	0.270761007	-1.884908109
OR4C11	0	0	0.81228302	0.270761007	-1.884908109
OR7E5P	0	0	0.81228302	0.270761007	-1.884908109
SLC22A25	0	0	0.81228302	0.270761007	-1.884908109
KCNK4	0	0	0.81228302	0.270761007	-1.884908109
MRGPRF	0	0	0.81228302	0.270761007	-1.884908109
MMP8	0	0	0.81228302	0.270761007	-1.884908109
LOC643733	0	0	0.81228302	0.270761007	-1.884908109
HSPB2-C11orf52	0	0	0.81228302	0.270761007	-1.884908109
BSX	0	0	0.81228302	0.270761007	-1.884908109
LOC646543	0	0	0.81228302	0.270761007	-1.884908109
ANO2	0	0	0.81228302	0.270761007	-1.884908109
SCARNA11	0	0	0.81228302	0.270761007	-1.884908109
MIR141	0	0	0.81228302	0.270761007	-1.884908109
DPPA3	0	0	0.81228302	0.270761007	-1.884908109
PRB2	0	0	0.81228302	0.270761007	-1.884908109
GPRC5A	0	0	0.81228302	0.270761007	-1.884908109
SLC15A5	0	0	0.81228302	0.270761007	-1.884908109
PTHLH	0	0	0.81228302	0.270761007	-1.884908109
AQP5	0	0	0.81228302	0.270761007	-1.884908109
KRT78	0	0	0.81228302	0.270761007	-1.884908109
HOXC13	0	0	0.81228302	0.270761007	-1.884908109
HOXC5	0	0	0.81228302	0.270761007	-1.884908109
MIRLET7I	0	0	0.81228302	0.270761007	-1.884908109
FLJ41278	0	0	0.81228302	0.270761007	-1.884908109
TPH2	0	0	0.81228302	0.270761007	-1.884908109
PTPRQ	0	0	0.81228302	0.270761007	-1.884908109
MYF6	0	0	0.81228302	0.270761007	-1.884908109
C12orf55	0	0	0.81228302	0.270761007	-1.884908109
MIR1827	0	0	0.81228302	0.270761007	-1.884908109
PLA2G1B	0	0	0.81228302	0.270761007	-1.884908109
LOC100507091	0	0	0.81228302	0.270761007	-1.884908109
ZNF664-FAM101A	0	0	0.81228302	0.270761007	-1.884908109
FGF9	0	0	0.81228302	0.270761007	-1.884908109
CDX2	0	0	0.81228302	0.270761007	-1.884908109
C13orf33	0	0	0.81228302	0.270761007	-1.884908109
CSNK1A1L	0	0	0.81228302	0.270761007	-1.884908109
LOC144817	0	0	0.81228302	0.270761007	-1.884908109
SCEL	0	0	0.81228302	0.270761007	-1.884908109
SOX21	0	0	0.81228302	0.270761007	-1.884908109
METTL21CP1	0	0	0.81228302	0.270761007	-1.884908109
LOC283483	0	0	0.81228302	0.270761007	-1.884908109
LOC100506063	0	0	0.81228302	0.270761007	-1.884908109
MYH6	0	0	0.81228302	0.270761007	-1.884908109
CPNE6	0	0	0.81228302	0.270761007	-1.884908109
NEDD8-MDP1	0	0	0.81228302	0.270761007	-1.884908109
LOC728755	0	0	0.81228302	0.270761007	-1.884908109
LOC100505967	0	0	0.81228302	0.270761007	-1.884908109
FOXG1	0	0	0.81228302	0.270761007	-1.884908109
MIR624	0	0	0.81228302	0.270761007	-1.884908109
AKAP6	0	0	0.81228302	0.270761007	-1.884908109
LRRC9	0	0	0.81228302	0.270761007	-1.884908109
SNORA11B	0	0	0.81228302	0.270761007	-1.884908109
LOC100506919	0	0	0.81228302	0.270761007	-1.884908109
SNORD116-25	0	0	0.81228302	0.270761007	-1.884908109
SNORD115-21	0	0	0.81228302	0.270761007	-1.884908109
GJD2	0	0	0.81228302	0.270761007	-1.884908109
TGM7	0	0	0.81228302	0.270761007	-1.884908109
ONECUT1	0	0	0.81228302	0.270761007	-1.884908109
LIPC	0	0	0.81228302	0.270761007	-1.884908109
SCARNA14	0	0	0.81228302	0.270761007	-1.884908109
FBXO22-AS1	0	0	0.81228302	0.270761007	-1.884908109
ANKRD34C	0	0	0.81228302	0.270761007	-1.884908109
RLBP1	0	0	0.81228302	0.270761007	-1.884908109
LOC643797	0	0	0.81228302	0.270761007	-1.884908109
C16orf11	0	0	0.81228302	0.270761007	-1.884908109
MSLNL	0	0	0.81228302	0.270761007	-1.884908109
CACNA1H	0	0	0.81228302	0.270761007	-1.884908109
ZG16B	0	0	0.81228302	0.270761007	-1.884908109
CORO7-PAM16	0	0	0.81228302	0.270761007	-1.884908109
LOC100287598	0	0	0.81228302	0.270761007	-1.884908109
CLEC19A	0	0	0.81228302	0.270761007	-1.884908109
MGC34800	0	0	0.81228302	0.270761007	-1.884908109
LOC100507534	0	0	0.81228302	0.270761007	-1.884908109
CX3CL1	0	0	0.81228302	0.270761007	-1.884908109
LOC388282	0	0	0.81228302	0.270761007	-1.884908109
CDH8	0	0	0.81228302	0.270761007	-1.884908109
CDH5	0	0	0.81228302	0.270761007	-1.884908109
DYNLRB2	0	0	0.81228302	0.270761007	-1.884908109
CCDC42	0	0	0.81228302	0.270761007	-1.884908109
TBC1D28	0	0	0.81228302	0.270761007	-1.884908109
SEBOX	0	0	0.81228302	0.270761007	-1.884908109
RAB34	0	0	0.81228302	0.270761007	-1.884908109
LOC100506480	0	0	0.81228302	0.270761007	-1.884908109
MIR193A	0	0	0.81228302	0.270761007	-1.884908109
GAS2L2	0	0	0.81228302	0.270761007	-1.884908109
MIR4734	0	0	0.81228302	0.270761007	-1.884908109
RNY4P8	0	0	0.81228302	0.270761007	-1.884908109
KRT15	0	0	0.81228302	0.270761007	-1.884908109
MIR454	0	0	0.81228302	0.270761007	-1.884908109
LOC100130370	0	0	0.81228302	0.270761007	-1.884908109
LOC100505592	0	0	0.81228302	0.270761007	-1.884908109
LOC100287082	0	0	0.81228302	0.270761007	-1.884908109
MC2R	0	0	0.81228302	0.270761007	-1.884908109
MIR4744	0	0	0.81228302	0.270761007	-1.884908109
DCC	0	0	0.81228302	0.270761007	-1.884908109
GALR1	0	0	0.81228302	0.270761007	-1.884908109
MIR1227	0	0	0.81228302	0.270761007	-1.884908109
ATCAY	0	0	0.81228302	0.270761007	-1.884908109
OR2Z1	0	0	0.81228302	0.270761007	-1.884908109
MIR24-2	0	0	0.81228302	0.270761007	-1.884908109
ZNF208	0	0	0.81228302	0.270761007	-1.884908109
ZNF676	0	0	0.81228302	0.270761007	-1.884908109
CHST8	0	0	0.81228302	0.270761007	-1.884908109
LOC100128675	0	0	0.81228302	0.270761007	-1.884908109
NPHS1	0	0	0.81228302	0.270761007	-1.884908109
LOC100507359	0	0	0.81228302	0.270761007	-1.884908109
LOC100505495	0	0	0.81228302	0.270761007	-1.884908109
CEACAM5	0	0	0.81228302	0.270761007	-1.884908109
ZFP112	0	0	0.81228302	0.270761007	-1.884908109
HIF3A	0	0	0.81228302	0.270761007	-1.884908109
PNMAL1	0	0	0.81228302	0.270761007	-1.884908109
TPRX1	0	0	0.81228302	0.270761007	-1.884908109
LOC100507003	0	0	0.81228302	0.270761007	-1.884908109
VN1R2	0	0	0.81228302	0.270761007	-1.884908109
MIR372	0	0	0.81228302	0.270761007	-1.884908109
KIR3DL3	0	0	0.81228302	0.270761007	-1.884908109
ZNF835	0	0	0.81228302	0.270761007	-1.884908109
MIR3125	0	0	0.81228302	0.270761007	-1.884908109
FAM84A	0	0	0.81228302	0.270761007	-1.884908109
NT5C1B	0	0	0.81228302	0.270761007	-1.884908109
LOC100288602	0	0	0.81228302	0.270761007	-1.884908109
GCKR	0	0	0.81228302	0.270761007	-1.884908109
CDKL4	0	0	0.81228302	0.270761007	-1.884908109
SNORA36C	0	0	0.81228302	0.270761007	-1.884908109
SH2D6	0	0	0.81228302	0.270761007	-1.884908109
MIR3127	0	0	0.81228302	0.270761007	-1.884908109
MIR4772	0	0	0.81228302	0.270761007	-1.884908109
SULT1C2	0	0	0.81228302	0.270761007	-1.884908109
EN1	0	0	0.81228302	0.270761007	-1.884908109
NCKAP5	0	0	0.81228302	0.270761007	-1.884908109
LRP1B	0	0	0.81228302	0.270761007	-1.884908109
PABPC1P2	0	0	0.81228302	0.270761007	-1.884908109
FLJ32955	0	0	0.81228302	0.270761007	-1.884908109
RPRM	0	0	0.81228302	0.270761007	-1.884908109
SNORD11B	0	0	0.81228302	0.270761007	-1.884908109
C2orf80	0	0	0.81228302	0.270761007	-1.884908109
LOC100507611	0	0	0.81228302	0.270761007	-1.884908109
DEFB132	0	0	0.81228302	0.270761007	-1.884908109
SCRT2	0	0	0.81228302	0.270761007	-1.884908109
ADRA1D	0	0	0.81228302	0.270761007	-1.884908109
REM1	0	0	0.81228302	0.270761007	-1.884908109
LOC100506402	0	0	0.81228302	0.270761007	-1.884908109
MIR4755	0	0	0.81228302	0.270761007	-1.884908109
C20orf173	0	0	0.81228302	0.270761007	-1.884908109
VSTM2L	0	0	0.81228302	0.270761007	-1.884908109
WFDC12	0	0	0.81228302	0.270761007	-1.884908109
LOC100506034	0	0	0.81228302	0.270761007	-1.884908109
LOC100652984	0	0	0.81228302	0.270761007	-1.884908109
LINC00161	0	0	0.81228302	0.270761007	-1.884908109
C21orf54	0	0	0.81228302	0.270761007	-1.884908109
LOC100506369	0	0	0.81228302	0.270761007	-1.884908109
LOC727983	0	0	0.81228302	0.270761007	-1.884908109
IGLL5	0	0	0.81228302	0.270761007	-1.884908109
RTDR1	0	0	0.81228302	0.270761007	-1.884908109
RFPL3	0	0	0.81228302	0.270761007	-1.884908109
MIR3909	0	0	0.81228302	0.270761007	-1.884908109
MIR658	0	0	0.81228302	0.270761007	-1.884908109
ATP5L2	0	0	0.81228302	0.270761007	-1.884908109
PNPLA5	0	0	0.81228302	0.270761007	-1.884908109
MIR4762	0	0	0.81228302	0.270761007	-1.884908109
LOC100507555	0	0	0.81228302	0.270761007	-1.884908109
TIMP4	0	0	0.81228302	0.270761007	-1.884908109
TPRXL	0	0	0.81228302	0.270761007	-1.884908109
MIR3134	0	0	0.81228302	0.270761007	-1.884908109
MIR563	0	0	0.81228302	0.270761007	-1.884908109
LOC100505801	0	0	0.81228302	0.270761007	-1.884908109
THRB	0	0	0.81228302	0.270761007	-1.884908109
MIR26A1	0	0	0.81228302	0.270761007	-1.884908109
LOC729454	0	0	0.81228302	0.270761007	-1.884908109
HHATL	0	0	0.81228302	0.270761007	-1.884908109
LOC100132146	0	0	0.81228302	0.270761007	-1.884908109
FBXW12	0	0	0.81228302	0.270761007	-1.884908109
ABHD14A-ACY1	0	0	0.81228302	0.270761007	-1.884908109
OR5K1	0	0	0.81228302	0.270761007	-1.884908109
GPR128	0	0	0.81228302	0.270761007	-1.884908109
PLA1A	0	0	0.81228302	0.270761007	-1.884908109
ROPN1	0	0	0.81228302	0.270761007	-1.884908109
LOC100498859	0	0	0.81228302	0.270761007	-1.884908109
SCARNA7	0	0	0.81228302	0.270761007	-1.884908109
GHSR	0	0	0.81228302	0.270761007	-1.884908109
LOC100505547	0	0	0.81228302	0.270761007	-1.884908109
PEX5L-AS2	0	0	0.81228302	0.270761007	-1.884908109
CLDN16	0	0	0.81228302	0.270761007	-1.884908109
MIR571	0	0	0.81228302	0.270761007	-1.884908109
MIR943	0	0	0.81228302	0.270761007	-1.884908109
MIR548I2	0	0	0.81228302	0.270761007	-1.884908109
CCKAR	0	0	0.81228302	0.270761007	-1.884908109
KIAA1239	0	0	0.81228302	0.270761007	-1.884908109
LOC100506387	0	0	0.81228302	0.270761007	-1.884908109
GDEP	0	0	0.81228302	0.270761007	-1.884908109
MIR3684	0	0	0.81228302	0.270761007	-1.884908109
MIR576	0	0	0.81228302	0.270761007	-1.884908109
MYOZ2	0	0	0.81228302	0.270761007	-1.884908109
MIR3139	0	0	0.81228302	0.270761007	-1.884908109
MIR4454	0	0	0.81228302	0.270761007	-1.884908109
LOC100506122	0	0	0.81228302	0.270761007	-1.884908109
ADAMTS16	0	0	0.81228302	0.270761007	-1.884908109
LOC391764	0	0	0.81228302	0.270761007	-1.884908109
FGF10	0	0	0.81228302	0.270761007	-1.884908109
MIR4804	0	0	0.81228302	0.270761007	-1.884908109
IL5	0	0	0.81228302	0.270761007	-1.884908109
FSTL4	0	0	0.81228302	0.270761007	-1.884908109
MIR874	0	0	0.81228302	0.270761007	-1.884908109
PCDH1	0	0	0.81228302	0.270761007	-1.884908109
SPINK9	0	0	0.81228302	0.270761007	-1.884908109
ODZ2	0	0	0.81228302	0.270761007	-1.884908109
MIR1271	0	0	0.81228302	0.270761007	-1.884908109
LOC100507294	0	0	0.81228302	0.270761007	-1.884908109
C6orf201	0	0	0.81228302	0.270761007	-1.884908109
HIST1H1A	0	0	0.81228302	0.270761007	-1.884908109
HIST1H1D	0	0	0.81228302	0.270761007	-1.884908109
MIR3143	0	0	0.81228302	0.270761007	-1.884908109
MIR1236	0	0	0.81228302	0.270761007	-1.884908109
PXT1	0	0	0.81228302	0.270761007	-1.884908109
BTBD9-AS1	0	0	0.81228302	0.270761007	-1.884908109
NCR2	0	0	0.81228302	0.270761007	-1.884908109
MIR4641	0	0	0.81228302	0.270761007	-1.884908109
GPR115	0	0	0.81228302	0.270761007	-1.884908109
TFAP2B	0	0	0.81228302	0.270761007	-1.884908109
COL9A1	0	0	0.81228302	0.270761007	-1.884908109
MIR4643	0	0	0.81228302	0.270761007	-1.884908109
PLN	0	0	0.81228302	0.270761007	-1.884908109
FABP7	0	0	0.81228302	0.270761007	-1.884908109
MIR4465	0	0	0.81228302	0.270761007	-1.884908109
LOC100288524	0	0	0.81228302	0.270761007	-1.884908109
TFAMP1	0	0	0.81228302	0.270761007	-1.884908109
LOC401296	0	0	0.81228302	0.270761007	-1.884908109
MIR4648	0	0	0.81228302	0.270761007	-1.884908109
LOC389458	0	0	0.81228302	0.270761007	-1.884908109
MIR1183	0	0	0.81228302	0.270761007	-1.884908109
LOC541472	0	0	0.81228302	0.270761007	-1.884908109
VWC2	0	0	0.81228302	0.270761007	-1.884908109
CYP3A43	0	0	0.81228302	0.270761007	-1.884908109
OR2AE1	0	0	0.81228302	0.270761007	-1.884908109
OR9A2	0	0	0.81228302	0.270761007	-1.884908109
MIR3674	0	0	0.81228302	0.270761007	-1.884908109
MIR548I3	0	0	0.81228302	0.270761007	-1.884908109
PRSS55	0	0	0.81228302	0.270761007	-1.884908109
EFHA2	0	0	0.81228302	0.270761007	-1.884908109
STC1	0	0	0.81228302	0.270761007	-1.884908109
NEFM	0	0	0.81228302	0.270761007	-1.884908109
LOC100652951	0	0	0.81228302	0.270761007	-1.884908109
UNC5D	0	0	0.81228302	0.270761007	-1.884908109
IDO2	0	0	0.81228302	0.270761007	-1.884908109
LOC100653024	0	0	0.81228302	0.270761007	-1.884908109
IFNA21	0	0	0.81228302	0.270761007	-1.884908109
IFNA10	0	0	0.81228302	0.270761007	-1.884908109
LOC100506422	0	0	0.81228302	0.270761007	-1.884908109
LOC100509263	0	0	0.81228302	0.270761007	-1.884908109
CCIN	0	0	0.81228302	0.270761007	-1.884908109
FAM75A5	0	0	0.81228302	0.270761007	-1.884908109
LOC100289528	0	0	0.81228302	0.270761007	-1.884908109
LOC100132004	0	0	0.81228302	0.270761007	-1.884908109
LOC100288676	0	0	0.81228302	0.270761007	-1.884908109
LOC100652913	0	0	0.81228302	0.270761007	-1.884908109
LINC00475	0	0	0.81228302	0.270761007	-1.884908109
MIR23B	0	0	0.81228302	0.270761007	-1.884908109
LOC441455	0	0	0.81228302	0.270761007	-1.884908109
LOC100507438	0	0	0.81228302	0.270761007	-1.884908109
LOC100507465	0	0	0.81228302	0.270761007	-1.884908109
OR13F1	0	0	0.81228302	0.270761007	-1.884908109
ACTL7A	0	0	0.81228302	0.270761007	-1.884908109
MIR3154	0	0	0.81228302	0.270761007	-1.884908109
C9orf50	0	0	0.81228302	0.270761007	-1.884908109
C9orf171	0	0	0.81228302	0.270761007	-1.884908109
DBH	0	0	0.81228302	0.270761007	-1.884908109
GPR143	0	0	0.81228302	0.270761007	-1.884908109
MIR548AM	0	0	0.81228302	0.270761007	-1.884908109
MIR23C	0	0	0.81228302	0.270761007	-1.884908109
CXorf58	0	0	0.81228302	0.270761007	-1.884908109
GAGE10	0	0	0.81228302	0.270761007	-1.884908109
H2BFWT	0	0	0.81228302	0.270761007	-1.884908109
LOC100652821	0	0	0.81228302	0.270761007	-1.884908109
MIR503	0	0	0.81228302	0.270761007	-1.884908109
VGLL1	0	0	0.81228302	0.270761007	-1.884908109
CXorf1	0	0	0.81228302	0.270761007	-1.884908109
CSAG1	0	0	0.81228302	0.270761007	-1.884908109
GOLGA2P3Y	0	0	0.81228302	0.270761007	-1.884908109
HES3	0.832219837	0	0	0.277406612	-1.849925919
MIR34A	0.832219837	0	0	0.277406612	-1.849925919
LOC100506533	0.832219837	0	0	0.277406612	-1.849925919
CSMD2	0.832219837	0	0	0.277406612	-1.849925919
LOC100652978	0.832219837	0	0	0.277406612	-1.849925919
DAB1	0.832219837	0	0	0.277406612	-1.849925919
ANGPTL3	0.832219837	0	0	0.277406612	-1.849925919
C1orf141	0.832219837	0	0	0.277406612	-1.849925919
LOC256483	0.832219837	0	0	0.277406612	-1.849925919
DNASE2B	0.832219837	0	0	0.277406612	-1.849925919
MIR4256	0.832219837	0	0	0.277406612	-1.849925919
RPTN	0.832219837	0	0	0.277406612	-1.849925919
MIR190B	0.832219837	0	0	0.277406612	-1.849925919
C1orf61	0.832219837	0	0	0.277406612	-1.849925919
CFHR1	0.832219837	0	0	0.277406612	-1.849925919
F13B	0.832219837	0	0	0.277406612	-1.849925919
GPR37L1	0.832219837	0	0	0.277406612	-1.849925919
C1orf140	0.832219837	0	0	0.277406612	-1.849925919
COMMD3-BMI1	0.832219837	0	0	0.277406612	-1.849925919
PTF1A	0.832219837	0	0	0.277406612	-1.849925919
LOC731789	0.832219837	0	0	0.277406612	-1.849925919
ATOH7	0.832219837	0	0	0.277406612	-1.849925919
PRF1	0.832219837	0	0	0.277406612	-1.849925919
SFTPA1	0.832219837	0	0	0.277406612	-1.849925919
FAS-AS1	0.832219837	0	0	0.277406612	-1.849925919
LOC100507575	0.832219837	0	0	0.277406612	-1.849925919
LOC643529	0.832219837	0	0	0.277406612	-1.849925919
MARK2P9	0.832219837	0	0	0.277406612	-1.849925919
CYP2C18	0.832219837	0	0	0.277406612	-1.849925919
HOGA1	0.832219837	0	0	0.277406612	-1.849925919
CNNM1	0.832219837	0	0	0.277406612	-1.849925919
MIR146B	0.832219837	0	0	0.277406612	-1.849925919
CYP17A1-AS1	0.832219837	0	0	0.277406612	-1.849925919
MIR548E	0.832219837	0	0	0.277406612	-1.849925919
KNDC1	0.832219837	0	0	0.277406612	-1.849925919
KRTAP5-5	0.832219837	0	0	0.277406612	-1.849925919
C11orf40	0.832219837	0	0	0.277406612	-1.849925919
MIR4299	0.832219837	0	0	0.277406612	-1.849925919
MPPED2	0.832219837	0	0	0.277406612	-1.849925919
C11orf41	0.832219837	0	0	0.277406612	-1.849925919
ELF5	0.832219837	0	0	0.277406612	-1.849925919
DKFZp779M0652	0.832219837	0	0	0.277406612	-1.849925919
OR4C6	0.832219837	0	0	0.277406612	-1.849925919
P2RX3	0.832219837	0	0	0.277406612	-1.849925919
HRASLS2	0.832219837	0	0	0.277406612	-1.849925919
OVOL1	0.832219837	0	0	0.277406612	-1.849925919
RBM14-RBM4	0.832219837	0	0	0.277406612	-1.849925919
THRSP	0.832219837	0	0	0.277406612	-1.849925919
KDM4DL	0.832219837	0	0	0.277406612	-1.849925919
LOC100288077	0.832219837	0	0	0.277406612	-1.849925919
C11orf88	0.832219837	0	0	0.277406612	-1.849925919
CD3G	0.832219837	0	0	0.277406612	-1.849925919
MIR4493	0.832219837	0	0	0.277406612	-1.849925919
GLB1L3	0.832219837	0	0	0.277406612	-1.849925919
LOC100507492	0.832219837	0	0	0.277406612	-1.849925919
KLRC4-KLRK1	0.832219837	0	0	0.277406612	-1.849925919
KLRC2	0.832219837	0	0	0.277406612	-1.849925919
PRH1	0.832219837	0	0	0.277406612	-1.849925919
MIR920	0.832219837	0	0	0.277406612	-1.849925919
ADAMTS20	0.832219837	0	0	0.277406612	-1.849925919
SNORA2A	0.832219837	0	0	0.277406612	-1.849925919
FAIM2	0.832219837	0	0	0.277406612	-1.849925919
HOXC11	0.832219837	0	0	0.277406612	-1.849925919
OR6C74	0.832219837	0	0	0.277406612	-1.849925919
OR6C70	0.832219837	0	0	0.277406612	-1.849925919
OR10P1	0.832219837	0	0	0.277406612	-1.849925919
SNORA70G	0.832219837	0	0	0.277406612	-1.849925919
MIR617	0.832219837	0	0	0.277406612	-1.849925919
LINC00485	0.832219837	0	0	0.277406612	-1.849925919
RNU4-1	0.832219837	0	0	0.277406612	-1.849925919
MSI1	0.832219837	0	0	0.277406612	-1.849925919
LOC100507066	0.832219837	0	0	0.277406612	-1.849925919
HCAR1	0.832219837	0	0	0.277406612	-1.849925919
LOC100128002	0.832219837	0	0	0.277406612	-1.849925919
C1QTNF9	0.832219837	0	0	0.277406612	-1.849925919
TPTE2P3	0.832219837	0	0	0.277406612	-1.849925919
ATXN8OS	0.832219837	0	0	0.277406612	-1.849925919
OR11H4	0.832219837	0	0	0.277406612	-1.849925919
DHRS2	0.832219837	0	0	0.277406612	-1.849925919
INSM2	0.832219837	0	0	0.277406612	-1.849925919
NKX2-1	0.832219837	0	0	0.277406612	-1.849925919
FRMD6	0.832219837	0	0	0.277406612	-1.849925919
C14orf82	0.832219837	0	0	0.277406612	-1.849925919
PTGDR	0.832219837	0	0	0.277406612	-1.849925919
C14orf38	0.832219837	0	0	0.277406612	-1.849925919
SIX6	0.832219837	0	0	0.277406612	-1.849925919
SMOC1	0.832219837	0	0	0.277406612	-1.849925919
ACOT6	0.832219837	0	0	0.277406612	-1.849925919
MIR151B	0.832219837	0	0	0.277406612	-1.849925919
LOC100306975	0.832219837	0	0	0.277406612	-1.849925919
KBTBD13	0.832219837	0	0	0.277406612	-1.849925919
NR2E3	0.832219837	0	0	0.277406612	-1.849925919
C15orf5	0.832219837	0	0	0.277406612	-1.849925919
LOC253044	0.832219837	0	0	0.277406612	-1.849925919
ST20-MTHFS	0.832219837	0	0	0.277406612	-1.849925919
LOC100507079	0.832219837	0	0	0.277406612	-1.849925919
LOC100144604	0.832219837	0	0	0.277406612	-1.849925919
UNQ9370	0.832219837	0	0	0.277406612	-1.849925919
HBA2	0.832219837	0	0	0.277406612	-1.849925919
HBA1	0.832219837	0	0	0.277406612	-1.849925919
SCNN1G	0.832219837	0	0	0.277406612	-1.849925919
SLC6A2	0.832219837	0	0	0.277406612	-1.849925919
MT1DP	0.832219837	0	0	0.277406612	-1.849925919
LOC729159	0.832219837	0	0	0.277406612	-1.849925919
SNORD111	0.832219837	0	0	0.277406612	-1.849925919
CLEC3A	0.832219837	0	0	0.277406612	-1.849925919
FAM92B	0.832219837	0	0	0.277406612	-1.849925919
ARHGEF15	0.832219837	0	0	0.277406612	-1.849925919
MYH13	0.832219837	0	0	0.277406612	-1.849925919
LHX1	0.832219837	0	0	0.277406612	-1.849925919
PPP1R1B	0.832219837	0	0	0.277406612	-1.849925919
PNMT	0.832219837	0	0	0.277406612	-1.849925919
KRT25	0.832219837	0	0	0.277406612	-1.849925919
KRT20	0.832219837	0	0	0.277406612	-1.849925919
HOXB2	0.832219837	0	0	0.277406612	-1.849925919
CLTC-IT1	0.832219837	0	0	0.277406612	-1.849925919
KCNH6	0.832219837	0	0	0.277406612	-1.849925919
LOC124685	0.832219837	0	0	0.277406612	-1.849925919
LINC00469	0.832219837	0	0	0.277406612	-1.849925919
LOC100507168	0.832219837	0	0	0.277406612	-1.849925919
CYGB	0.832219837	0	0	0.277406612	-1.849925919
MIR657	0.832219837	0	0	0.277406612	-1.849925919
CIDEA	0.832219837	0	0	0.277406612	-1.849925919
MIR4526	0.832219837	0	0	0.277406612	-1.849925919
LOC644669	0.832219837	0	0	0.277406612	-1.849925919
CTAGE1	0.832219837	0	0	0.277406612	-1.849925919
LOC100506787	0.832219837	0	0	0.277406612	-1.849925919
CDH20	0.832219837	0	0	0.277406612	-1.849925919
LINC00305	0.832219837	0	0	0.277406612	-1.849925919
LOC400655	0.832219837	0	0	0.277406612	-1.849925919
FGF22	0.832219837	0	0	0.277406612	-1.849925919
MIR4321	0.832219837	0	0	0.277406612	-1.849925919
CYP4F12	0.832219837	0	0	0.277406612	-1.849925919
B3GNT3	0.832219837	0	0	0.277406612	-1.849925919
LOC100505835	0.832219837	0	0	0.277406612	-1.849925919
MIR3190	0.832219837	0	0	0.277406612	-1.849925919
CGB2	0.832219837	0	0	0.277406612	-1.849925919
MIR99B	0.832219837	0	0	0.277406612	-1.849925919
KIR3DL1	0.832219837	0	0	0.277406612	-1.849925919
LOC100506457	0.832219837	0	0	0.277406612	-1.849925919
LOC100506455	0.832219837	0	0	0.277406612	-1.849925919
