	THP1_0H	THP1_0H_2	THP1_0H_3	Avg_expression	log2
LINC00102	0	1.738331641	3.249132081	1.662487907	0.733343847
MAP7D2	0	1.738331641	3.249132081	1.662487907	0.733343847
FOXR1	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
EID3	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
LOC100287944	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
CMA1	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
TCEB3CL	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
EPHX3	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
SBSN	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
FNDC4	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
CPO	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
EPHA6	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
P2RY14	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
FRAS1	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
HIST1H2BO	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
NRCAM	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
C7orf54	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
LOC100507421	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
MIR27B	2.496659511	0.869165821	1.62456604	1.663463791	0.734190463
LOC100506253	4.993319021	0	0	1.664439674	0.735036582
LOC100507415	4.993319021	0	0	1.664439674	0.735036582
CD48	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
P2RX2	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
TMEM30B	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
LOC100507108	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
FPR3	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
TARM1	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
MPP4	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
MIR4635	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
MIR661	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
HSFY1	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
HSFY2	0.832219837	1.738331641	2.436849061	1.669133513	0.73909936
MIR3605	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
LOC646626	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
HIST4H4	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
SNORA34	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
GOLGA6L1	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
LOC645638	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
MIR4754	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
LOC100506134	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
MIR302B	3.328879348	0.869165821	0.81228302	1.670109396	0.739942606
SCARNA4	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
OR6F1	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
LOC100506255	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
SPRNP1	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
LOC100507401	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
BLOC1S1-RDH5	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
MIR2116	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
LOC100134317	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
LOC100652901	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
AREGB	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
HIST1H3F	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
PRSS35	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
FAM138C	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
C9orf128	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
ARMCX3-AS1	1.664439674	1.738331641	1.62456604	1.675779119	0.744832003
ZSCAN10	4.161099184	0.869165821	0	1.676755002	0.745671906
LOC100506705	4.161099184	0.869165821	0	1.676755002	0.745671906
TSG1	4.161099184	0.869165821	0	1.676755002	0.745671906
NKAIN2	4.161099184	0.869165821	0	1.676755002	0.745671906
HEY2	4.161099184	0.869165821	0	1.676755002	0.745671906
TRPM6	4.161099184	0.869165821	0	1.676755002	0.745671906
MIR601	4.161099184	0.869165821	0	1.676755002	0.745671906
C1orf172	0	2.607497462	2.436849061	1.681448841	0.749704885
TEX21P	0	2.607497462	2.436849061	1.681448841	0.749704885
SDK2	0	2.607497462	2.436849061	1.681448841	0.749704885
SLC34A2	0	2.607497462	2.436849061	1.681448841	0.749704885
MAPK10	0	2.607497462	2.436849061	1.681448841	0.749704885
LOC494127	0	2.607497462	2.436849061	1.681448841	0.749704885
CD40LG	0	2.607497462	2.436849061	1.681448841	0.749704885
CRP	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
SCARNA3	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
UBQLNL	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
FA2H	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
SHBG	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
SIGLEC8	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
ALMS1P	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
FAM138B	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
WFDC2	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
TMEM155	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
MLIP	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
FAM167A	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
EPB41L4B	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
FLJ40292	2.496659511	1.738331641	0.81228302	1.682424724	0.750541956
LOC100130417	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
TSTD1	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
CYSLTR2	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
FOXA1	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
LOC145837	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
LOC100287367	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
PDCD1	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
LINC00340	0.832219837	2.607497462	1.62456604	1.688094447	0.755395623
C12orf70	3.328879348	1.738331641	0	1.68907033	0.7562294
ZFHX4	3.328879348	1.738331641	0	1.68907033	0.7562294
HTR2C	3.328879348	1.738331641	0	1.68907033	0.7562294
LOC100286988	1.664439674	2.607497462	0.81228302	1.694740052	0.761064002
SNORA28	1.664439674	2.607497462	0.81228302	1.694740052	0.761064002
FLRT3	1.664439674	2.607497462	0.81228302	1.694740052	0.761064002
TDGF1	1.664439674	2.607497462	0.81228302	1.694740052	0.761064002
NPBWR1	1.664439674	2.607497462	0.81228302	1.694740052	0.761064002
TMCO2	0	3.476663283	1.62456604	1.700409774	0.765882457
SNORD37	0	3.476663283	1.62456604	1.700409774	0.765882457
LOC100130100	0	3.476663283	1.62456604	1.700409774	0.765882457
VTRNA2-1	0	3.476663283	1.62456604	1.700409774	0.765882457
ASB11	0	3.476663283	1.62456604	1.700409774	0.765882457
SLC2A7	2.496659511	2.607497462	0	1.701385658	0.766710198
KRTAP5-1	2.496659511	2.607497462	0	1.701385658	0.766710198
KRT18P55	2.496659511	2.607497462	0	1.701385658	0.766710198
SNORD1B	2.496659511	2.607497462	0	1.701385658	0.766710198
MAG	2.496659511	2.607497462	0	1.701385658	0.766710198
ABCC13	2.496659511	2.607497462	0	1.701385658	0.766710198
BSN-AS2	2.496659511	2.607497462	0	1.701385658	0.766710198
MIR3138	2.496659511	2.607497462	0	1.701385658	0.766710198
LOC100507603	2.496659511	2.607497462	0	1.701385658	0.766710198
TDRG1	2.496659511	2.607497462	0	1.701385658	0.766710198
MIR4767	2.496659511	2.607497462	0	1.701385658	0.766710198
SNORA31	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
SALL2	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
SNORD116-16	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
GCGR	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
MRO	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
PLK5	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
PP14571	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
LOC100131496	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
MIR3136	0.832219837	3.476663283	0.81228302	1.70705538	0.771509863
LOC100130071	1.664439674	3.476663283	0	1.713700986	0.777115403
GLYATL1	1.664439674	3.476663283	0	1.713700986	0.777115403
ELMOD1	1.664439674	3.476663283	0	1.713700986	0.777115403
C14orf178	1.664439674	3.476663283	0	1.713700986	0.777115403
SNORD116-17	1.664439674	3.476663283	0	1.713700986	0.777115403
FLJ16341	1.664439674	3.476663283	0	1.713700986	0.777115403
LOC100133286	1.664439674	3.476663283	0	1.713700986	0.777115403
SUSD2	1.664439674	3.476663283	0	1.713700986	0.777115403
SLC45A2	1.664439674	3.476663283	0	1.713700986	0.777115403
CELA1	0	4.345829104	0.81228302	1.719370708	0.781880633
LDHAL6B	0.832219837	4.345829104	0	1.726016314	0.7874461
MIR302D	0.832219837	4.345829104	0	1.726016314	0.7874461
EFNB3	0	5.214994924	0	1.738331641	0.797703348
HIST1H2BF	0	5.214994924	0	1.738331641	0.797703348
LCT	0	0	5.685981142	1.895327047	0.922446813
LOC100507141	0	0	5.685981142	1.895327047	0.922446813
HSD3B2	0.832219837	0	4.873698121	1.901972653	0.927496503
OR13G1	0.832219837	0	4.873698121	1.901972653	0.927496503
ARPC4-TTLL3	0.832219837	0	4.873698121	1.901972653	0.927496503
IL23R	1.664439674	0	4.061415101	1.908618258	0.932528579
FAM83E	1.664439674	0	4.061415101	1.908618258	0.932528579
C20orf46	1.664439674	0	4.061415101	1.908618258	0.932528579
MIR4534	1.664439674	0	4.061415101	1.908618258	0.932528579
PTPN13	1.664439674	0	4.061415101	1.908618258	0.932528579
MIR1285-1	1.664439674	0	4.061415101	1.908618258	0.932528579
LOC731932	0	0.869165821	4.873698121	1.914287981	0.936807882
LOC100505928	0	0.869165821	4.873698121	1.914287981	0.936807882
P2RY12	0	0.869165821	4.873698121	1.914287981	0.936807882
CALD1	0	0.869165821	4.873698121	1.914287981	0.936807882
IRGC	2.496659511	0	3.249132081	1.915263864	0.937543164
NLRP7	2.496659511	0	3.249132081	1.915263864	0.937543164
C22orf42	2.496659511	0	3.249132081	1.915263864	0.937543164
MOV10L1	2.496659511	0	3.249132081	1.915263864	0.937543164
UBE2NL	2.496659511	0	3.249132081	1.915263864	0.937543164
OXGR1	0.832219837	0.869165821	4.061415101	1.920933586	0.941807641
SNORD88A	0.832219837	0.869165821	4.061415101	1.920933586	0.941807641
OSTN	0.832219837	0.869165821	4.061415101	1.920933586	0.941807641
CPA5	0.832219837	0.869165821	4.061415101	1.920933586	0.941807641
MAGEB3	0.832219837	0.869165821	4.061415101	1.920933586	0.941807641
RNU11	3.328879348	0	2.436849061	1.921909469	0.94254038
C11orf92	3.328879348	0	2.436849061	1.921909469	0.94254038
LHFP	3.328879348	0	2.436849061	1.921909469	0.94254038
LOC646938	3.328879348	0	2.436849061	1.921909469	0.94254038
LOC100129046	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
LOC220980	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
SLC30A4	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
MIR628	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
HCRT	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
IL1R2	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
DNER	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
ATP13A4	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
LOC100131551	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
C4orf44	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
MYH16	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
SERPINE1	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
ST7-OT3	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
FAM66A	1.664439674	0.869165821	3.249132081	1.927579192	0.946790132
C1orf114	4.161099184	0	1.62456604	1.928555075	0.947520347
OR8S1	4.161099184	0	1.62456604	1.928555075	0.947520347
KLHL1	4.161099184	0	1.62456604	1.928555075	0.947520347
LOC100287036	4.161099184	0	1.62456604	1.928555075	0.947520347
FAM47C	4.161099184	0	1.62456604	1.928555075	0.947520347
IFITM5	0	1.738331641	4.061415101	1.933248914	0.951027403
TPTE2P6	0	1.738331641	4.061415101	1.933248914	0.951027403
MYOCD	0	1.738331641	4.061415101	1.933248914	0.951027403
Sep-10	0	1.738331641	4.061415101	1.933248914	0.951027403
IL15	0	1.738331641	4.061415101	1.933248914	0.951027403
TSGA13	0	1.738331641	4.061415101	1.933248914	0.951027403
NAALADL1	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
TCEB3C	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
LOC100507140	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
CDKL2	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
SHROOM3	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
TMEM229A	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
MAGEB17	2.496659511	0.869165821	2.436849061	1.934224797	0.951755476
MGC13053	4.993319021	0	0.81228302	1.935200681	0.952483182
LOC100288366	4.993319021	0	0.81228302	1.935200681	0.952483182
PAR1	4.993319021	0	0.81228302	1.935200681	0.952483182
CHST5	0.832219837	1.738331641	3.249132081	1.93989452	0.955978209
KHDC1L	0.832219837	1.738331641	3.249132081	1.93989452	0.955978209
PEBP4	0.832219837	1.738331641	3.249132081	1.93989452	0.955978209
SNORD127	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
LOC100130579	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
GSDMA	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
FXYD7	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
ERMN	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
MB	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
GCNT4	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
SNORA38	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
LOC100507172	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
LOC100506908	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
CNTNAP2	3.328879348	0.869165821	1.62456604	1.940870403	0.956703789
ASAH2	5.825538858	0	0	1.941846286	0.957429003
FANK1	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
C11orf34	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
LOC283440	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
C12orf68	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
SNORD116-13	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
ALDH3A1	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
KRT35	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
CYP2B6	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
LOC100505963	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
SNORD12C	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
GRIP2	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
CCDC36	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
PROM1	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
LOC727805	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
LOC100132080	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
C8orf46	1.664439674	1.738331641	2.436849061	1.946540125	0.960912084
LOC400043	4.161099184	0.869165821	0.81228302	1.947516008	0.961635187
SERPIND1	4.161099184	0.869165821	0.81228302	1.947516008	0.961635187
HIST1H2BL	4.161099184	0.869165821	0.81228302	1.947516008	0.961635187
GJB7	4.161099184	0.869165821	0.81228302	1.947516008	0.961635187
ALAS2	4.161099184	0.869165821	0.81228302	1.947516008	0.961635187
LDB3	0	2.607497462	3.249132081	1.952209848	0.96510814
MIR423	0	2.607497462	3.249132081	1.952209848	0.96510814
SNORD33	0	2.607497462	3.249132081	1.952209848	0.96510814
GAL3ST1	0	2.607497462	3.249132081	1.952209848	0.96510814
TNNC1	0	2.607497462	3.249132081	1.952209848	0.96510814
TM4SF4	0	2.607497462	3.249132081	1.952209848	0.96510814
LENEP	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
TSNAX-DISC1	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
LOC642826	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
MEP1B	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
FXYD3	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
LOC100505774	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
PRPH2	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
MAS1	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
SCARNA9L	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
NUDT10	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
CXorf57	2.496659511	1.738331641	1.62456604	1.953185731	0.965829143
MIR4323	4.993319021	0.869165821	0	1.954161614	0.966549787
VWA3B	4.993319021	0.869165821	0	1.954161614	0.966549787
C3orf52	4.993319021	0.869165821	0	1.954161614	0.966549787
DIP2C	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
MIR4685	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
MIR210	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
LOC100130285	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
LOC100506821	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
LOC100506088	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
PRAMEL	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
TOP1P2	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
ARGFX	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
TIGD4	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
MARVELD2	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
IER3	0.832219837	2.607497462	2.436849061	1.958855453	0.970010943
CAPN9	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
GOLGA7B	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
C12orf28	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
MYO1D	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
C20orf160	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
PRSS50	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
MIR4461	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
LOC100505675	3.328879348	1.738331641	0.81228302	1.959831336	0.970729501
C1orf100	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
WDR96	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
VSTM5	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
LOC727803	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
LOC100128278	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
SLC35F4	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
NRSN1	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
HIST1H3J	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
MLN	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
OPN1SW	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
FAM75C1	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
MIR2861	1.664439674	2.607497462	1.62456604	1.965501059	0.974897141
MIR623	0	3.476663283	2.436849061	1.971170781	0.979052776
LINGO2	0	3.476663283	2.436849061	1.971170781	0.979052776
SFN	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
MORN4	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
FGF6	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
LOC283481	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
MIR630	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
LOC100506983	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
AGXT2L1	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
LOC100506631	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
C6orf168	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
LINC00242	2.496659511	2.607497462	0.81228302	1.972146664	0.979766846
LOC100507013	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
FNDC5	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
LOC339529	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
LOC100288619	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
ART1	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
MYBPC2	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
CYS1	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
LOC100506797	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
OR5K2	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
C7	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
MIR4674	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
ZNF157	0.832219837	3.476663283	1.62456604	1.977816387	0.983908498
SCARNA10	3.328879348	2.607497462	0	1.97879227	0.984620169
MIR26A2	3.328879348	2.607497462	0	1.97879227	0.984620169
GRM8	3.328879348	2.607497462	0	1.97879227	0.984620169
DMBX1	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
PCDH17	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
SYT4	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
MFSD2B	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
C5orf60	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
HIST1H3H	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
AIF1L	1.664439674	3.476663283	0.81228302	1.984461992	0.988747931
MIR1204	0	4.345829104	1.62456604	1.990131715	0.992863917
SNORA59A	2.496659511	3.476663283	0	1.991107598	0.993571185
GRAMD2	2.496659511	3.476663283	0	1.991107598	0.993571185
PLSCR3	2.496659511	3.476663283	0	1.991107598	0.993571185
RYR2	0.832219837	4.345829104	0.81228302	1.99677732	0.997673453
SNORD116-18	0.832219837	4.345829104	0.81228302	1.99677732	0.997673453
FSD2	0.832219837	4.345829104	0.81228302	1.99677732	0.997673453
LOC653562	0.832219837	4.345829104	0.81228302	1.99677732	0.997673453
PP2672	0.832219837	5.214994924	0	2.015738254	1.011308315
MIR548L	0.832219837	5.214994924	0	2.015738254	1.011308315
LOC100287326	0.832219837	5.214994924	0	2.015738254	1.011308315
UTS2R	0.832219837	5.214994924	0	2.015738254	1.011308315
ZNF385B	0.832219837	5.214994924	0	2.015738254	1.011308315
SGSM1	0.832219837	5.214994924	0	2.015738254	1.011308315
BTLA	0.832219837	5.214994924	0	2.015738254	1.011308315
PALM3	0	6.084160745	0	2.028053582	1.020095769
PAR4	1.664439674	0	4.873698121	2.179379265	1.123917282
PATE1	2.496659511	0	4.061415101	2.186024871	1.128309815
DKFZp451B082	2.496659511	0	4.061415101	2.186024871	1.128309815
PLP1	2.496659511	0	4.061415101	2.186024871	1.128309815
AMZ1	0.832219837	0.869165821	4.873698121	2.191694593	1.132046776
LOC644093	3.328879348	0	3.249132081	2.192670476	1.132689014
PROK1	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
C15orf55	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
TPSAB1	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
LOC100128573	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
ESPNL	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
GRM3	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
LOC100129515	1.664439674	0.869165821	4.061415101	2.198340199	1.136414664
GJB4	4.161099184	0	2.436849061	2.199316082	1.137054961
SLFN14	4.161099184	0	2.436849061	2.199316082	1.137054961
LOC642424	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
LOC100335030	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
PLEK2	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
LOC440243	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
LOC100506888	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
SNORA71D	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
CXCL13	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
TAS2R41	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
C9orf152	2.496659511	0.869165821	3.249132081	2.204985804	1.140769368
CASP5	4.993319021	0	1.62456604	2.205961687	1.141407735
CLEC4A	0.832219837	1.738331641	4.061415101	2.210655527	1.144474236
F10	0.832219837	1.738331641	4.061415101	2.210655527	1.144474236
ZNF177	0.832219837	1.738331641	4.061415101	2.210655527	1.144474236
FER1L5	0.832219837	1.738331641	4.061415101	2.210655527	1.144474236
SPTLC3	0.832219837	1.738331641	4.061415101	2.210655527	1.144474236
CXorf36	0.832219837	1.738331641	4.061415101	2.210655527	1.144474236
LOC100652732	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
RXFP2	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
NBEAP1	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
C17orf88	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
SNORD1A	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
HIST1H2AM	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
SPACA5B	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
RAB39B	3.328879348	0.869165821	2.436849061	2.21163141	1.145110966
HECW1-IT1	5.825538858	0	0.81228302	2.212607293	1.145747415
LOC572558	5.825538858	0	0.81228302	2.212607293	1.145747415
LRRC71	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
LOC283194	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
LOC100506582	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
CSH2	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
FLJ26484	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
KCNE2	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
LOC646903	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
LOC100506030	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
CRYGN	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
VCX2	1.664439674	1.738331641	3.249132081	2.217301132	1.148804716
ASCL4	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
LOC145663	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
CILP	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
LINC00311	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
CCDC68	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
DNAJB7	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
FRG2C	4.161099184	0.869165821	1.62456604	2.218277015	1.149439538
