Entry	Gene names	yourlist:M20200923E5A08BB0B2D1C45B0C7BC3B55FD26556BA4708Z
P01137	TGFB1 TGFB	7040
P42696	RBM34 KIAA0117	23029
Q9H9J2	MRPL44	65080
Q6X4W1	NSMF NELF	26012
Q9HC24	TMBIM4 GAAP LFG4 CGI-119	51643
Q9UHY7	ENOPH1 MASA MSTP145	58478
Q9Y4W2	LAS1L MSTP060	81887
P51812	RPS6KA3 ISPK1 MAPKAPK1B RSK2	6197
Q6PI48	DARS2	55157
O75934	BCAS2 DAM1	10286
Q9GZU0	C6orf62 XTP12 Nbla00237	81688
Q9P0J7	KCMF1 FIGC ZZZ1	56888
Q86UL3	GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108	137964
Q9P203	BTBD7 KIAA1525	55727
Q9Y617	PSAT1 PSA	29968
Q9UBD5	ORC3 LATHEO ORC3L	23595
Q9H0C5	BTBD1 C15orf1 NS5ATP8	53339
Q9H3Z4	DNAJC5 CLN4	80331
Q13501	SQSTM1 ORCA OSIL	8878
O95239	KIF4A KIF4	24137
Q53QZ3	ARHGAP15 BM-024 BM-030 BM-046	55843
Q9H8V3	ECT2	1894
Q9Y2S7	POLDIP2 PDIP38 POLD4 HSPC017	26073
Q9Y252	RNF6 SPG2	6049
Q01650	SLC7A5 CD98LC LAT1 MPE16	8140
P08236	GUSB	2990
Q96KB5	PBK TOPK	55872
Q9BWG6	SCNM1	79005
Q9Y294	ASF1A CGI-98 HSPC146	25842
Q16637	SMN1 SMN SMNT; SMN2 SMNC	6606,6607
P35658	NUP214 CAIN CAN KIAA0023	8021
Q96JJ7	TMX3 KIAA1830 TXNDC10	54495
O14595	CTDSP2 NIF2 OS4 SCP2	10106
O14646	CHD1	1105
Q15025	TNIP1 KIAA0113 NAF1	10318
P55263	ADK	132
P35269	GTF2F1 RAP74	2962
O95169	NDUFB8	4714
Q96NC0	ZMAT2	153527
Q9HBH9	MKNK2 GPRK7 MNK2	2872
Q9Y639	NPTN SDFR1 SDR1	27020
Q9P015	MRPL15 HSPC145	29088
Q13111	CHAF1A CAF CAF1P150	10036
Q6IPR3	TYW3 C1orf171	127253
Q9Y597	KCTD3	51133
P52294	KPNA1 RCH2	3836
P60604	UBE2G2	7327
P53567	CEBPG	1054
O60502	OGA HEXC KIAA0679 MEA5 MGEA5	10724
P98171	ARHGAP4 KIAA0131 RGC1 RHOGAP4	393
Q9UBB5	MBD2	8932
Q93100	PHKB	5257
Q9NVP2	ASF1B	55723
Q9NY26	SLC39A1 IRT1 ZIP1 ZIRTL CGI-08 CGI-71	27173
A2VDJ0	TMEM131L KIAA0922	23240
Q8NBS9	TXNDC5 TLP46 UNQ364/PRO700	81567
Q9NUL3	STAU2	27067
O00165	HAX1 HS1BP1	10456
P49716	CEBPD	1052
Q658Y4	FAM91A1	157769
Q92618	ZNF516 KIAA0222	9658
Q96F46	IL17RA IL17R	23765
Q86VM9	ZC3H18 NHN1	124245
P49406	MRPL19 KIAA0104 MRPL15	9801
Q96D46	NMD3 CGI-07	51068
Q9Y6R4	MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1	4216
P20340	RAB6A RAB6	5870
Q92614	MYO18A CD245 KIAA0216 MYSPDZ	399687
Q9UPT8	ZC3H4 C19orf7 KIAA1064	23211
Q3L8U1	CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008	80205
Q9P289	STK26 MASK MST4	51765
Q86U86	PBRM1 BAF180 PB1	55193
O95793	STAU1 STAU	6780
Q9UBF8	PI4KB PIK4CB	5298
Q9HCI7	MSL2 KIAA1585 MSL2L1 RNF184	55167
Q9H3P7	ACBD3 GCP60 GOCAP1 GOLPH1	64746
O95602	POLR1A	25885
Q8TDD1	DDX54	79039
P63165	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	7341
Q9Y4Z0	LSM4	25804
Q6P1R4	DUS1L	64118
O43760	SYNGR2 UNQ352/PRO615	9144
Q14527	HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1	6596
Q2TAL8	QRICH1	54870
Q6R327	RICTOR KIAA1999	253260
Q9BVL2	NUP58 KIAA0410 NUPL1	9818
Q92628	KIAA0232	9778
Q8NDX1	PSD4 EFA6B TIC	23550
P36897	TGFBR1 ALK5 SKR4	7046
Q07021	C1QBP GC1QBP HABP1 SF2P32	708
O94761	RECQL4 RECQ4	9401
Q9NXE4	SMPD4 KIAA1418 SKNY	55627
Q9NXH8	TOR4A C9orf167	54863
Q8IWB9	TEX2 KIAA1738 TMEM96	55852
Q5T011	SZT2 C1orf84 KIAA0467	23334
Q86VN1	VPS36 C13orf9 EAP45 CGI-145	51028
Q92733	PRCC TPRC	5546
Q9NQR1	KMT5A PRSET7 SET07 SET8 SETD8	387893
Q9Y263	PLAA PLAP	9373
Q9UKA1	FBXL5 FBL4 FBL5 FLR1	26234
Q53S33	BOLA3	388962
Q96H22	CENPN C16orf60 ICEN32 BM-309	55839
Q8NBJ7	SUMF2 PSEC0171 UNQ1968/PRO4500	25870
Q96BW5	PTER	9317
Q9HCG8	CWC22 KIAA1604 NCM	57703
Q96RS0	TGS1 HCA137 NCOA6IP PIMT	96764
Q92604	LPGAT1 FAM34A KIAA0205	9926
Q5TGZ0	MICOS10 C1orf151 MIC10 MINOS1	440574
Q13442	PDAP1 HASPP28	11333
O43674	NDUFB5	4711
Q9H3C7	GGNBP2 LCRG1 LZK1 ZNF403	79893
Q9Y3I1	FBXO7 FBX7	25793
Q9UER7	DAXX BING2 DAP6	1616
O15342	ATP6V0E1 ATP6H ATP6V0E	8992
Q92522	H1-10 H1FX	8971
Q7Z2K6	ERMP1 FXNA KIAA1815	79956
P25067	COL8A2	1296
P41229	KDM5C DXS1272E JARID1C SMCX XE169	8242
Q8NCD3	HJURP FAKTS FLEG1 URLC9	55355
Q14161	GIT2 KIAA0148	9815
Q8NDX5	PHC3 EDR3 PH3	80012
Q96P16	RPRD1A P15RS	55197
O43313	ATMIN KIAA0431 ZNF822	23300
Q8IV08	PLD3	23646
Q13363	CTBP1 CTBP	1487
Q13094	LCP2	3937
O95243	MBD4 MED1	8930
Q8N5U6	RNF10 KIAA0262 RIE2	9921
Q8NFH3	NUP43	348995
Q13444	ADAM15 MDC15	8751
Q96DX7	TRIM44 DIPB	54765
Q9Y4H4	GPSM3 AGS4 C6orf9 G18	63940
P16989	YBX3 CSDA DBPA	8531
Q5UCC4	EMC10 C19orf63 HSM1 INM02 UNQ764/PRO1556	284361
Q9NVF7	FBXO28 CENP-30 KIAA0483	23219
Q6XQN6	NAPRT FHIP NAPRT1	93100
Q07960	ARHGAP1 CDC42GAP RHOGAP1	392
P12074	COX6A1 COX6AL	1337
Q16667	CDKN3 CDI1 CIP2 KAP	1033
Q6I9Y2	THOC7 NIF3L1BP1	80145
Q99808	SLC29A1 ENT1	2030
Q6PJT7	ZC3H14	79882
Q9NYF5	FAM13B C5orf5 FAM13B1	51306
Q14BN4	SLMAP KIAA1601 SLAP UNQ1847/PRO3577	7871
P85037	FOXK1 MNF	221937
O96005	CLPTM1	1209
Q16584	MAP3K11 MLK3 PTK1 SPRK	4296
Q9UNF0	PACSIN2	11252
Q9Y3F4	STRAP MAWD UNRIP	11171
Q8N766	EMC1 KIAA0090 PSEC0263	23065
Q13510	ASAH1 ASAH HSD-33 HSD33	427
Q9UNS1	TIMELESS TIM TIM1 TIMELESS1	8914
P17813	ENG END	2022
Q13242	SRSF9 SFRS9 SRP30C	8683
Q13905	RAPGEF1 GRF2	2889
Q7Z4V0	ZNF438	220929
O75529	TAF5L PAF65B	27097
Q14CB8	ARHGAP19	84986
Q9H7B2	RPF2 BXDC1	84154
Q9BXY0	MAK16 RBM13	84549
P47985	UQCRFS1	7386
Q96D71	REPS1	85021
O14686	KMT2D ALR MLL2 MLL4	8085
P48426	PIP4K2A PIP5K2 PIP5K2A	5305
Q15326	ZMYND11 BRAM1 BS69	10771
P02686	MBP	4155
P15498	VAV1 VAV	7409
Q9H9B1	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	79813
Q86XN7	PROSER1 C13orf23 KIAA2032	80209
P49354	FNTA	2339
Q6P1J9	CDC73 C1orf28 HRPT2	79577
Q13614	MTMR2 KIAA1073	8898
P61803	DAD1	1603
Q13162	PRDX4	10549
Q15427	SF3B4 SAP49	10262
Q7Z4H3	HDDC2 C6orf74 NS5ATP2 CGI-130	51020
P13798	APEH D3F15S2 D3S48E DNF15S2	327
Q9UFF9	CNOT8 CALIF POP2	9337
Q9H334	FOXP1 HSPC215	27086
O00764	PDXK C21orf124 C21orf97 PKH PNK PRED79	8566
Q3ZAQ7	VMA21 MEAX XMEA	203547
Q7Z392	TRAPPC11 C4orf41	60684
Q9UK97	FBXO9 FBX9 VCIA1	26268
O75439	PMPCB MPPB	9512
Q9Y2S6	TMA7 CCDC72 HSPC016 HSPC330	51372
Q8IY18	SMC5 KIAA0594 SMC5L1	23137
Q76FK4	NOL8 C9orf34 NOP132	55035
P36888	FLT3 CD135 FLK2 STK1	2322
P53582	METAP1 KIAA0094	23173
P82930	MRPS34	65993
Q96M27	PRRC1	133619
Q08999	RBL2 RB2	5934
Q11203	ST3GAL3 SIAT6	6487
Q66PJ3	ARL6IP4	51329
Q5TA31	RNF187	149603
Q10472	GALNT1	2589
O00443	PIK3C2A	5286
P46199	MTIF2	4528
Q9BQA9	CYBC1 C17orf62 EROS	79415
Q9NRP0	OSTC DC2 HDCMD45P HSPC307	58505
P86790	CCZ1B C7orf28B	51622,221960
P86791	CCZ1 C7orf28A CGI-43	51622,221960
Q9H009	NACA2 NACAL	342538
O15409	FOXP2 CAGH44 TNRC10	93986
P54886	ALDH18A1 GSAS P5CS PYCS	5832
Q8TD19	NEK9 KIAA1995 NEK8 NERCC	91754
Q56NI9	ESCO2	157570
Q9H7N4	SCAF1 SFRS19 SRA1	58506
Q96PZ2	FAM111A KIAA1895	63901
P62314	SNRPD1	6632
Q96EE3	SEH1L SEC13L SEH1	81929
Q9Y3I0	RTCB C22orf28 HSPC117	51493
Q5TC84	OGFRL1	79627
Q99798	ACO2	50
Q9UHQ4	BCAP29 BAP29	55973
P27707	DCK	1633
P49902	NT5C2 NT5B NT5CP PNT5	22978
P10606	COX5B	1329
Q86TB9	PATL1 OK/KNS-cl.5	219988
Q9C0E2	XPO4 KIAA1721	64328
Q9UBI1	COMMD3 BUP C10orf8	23412
Q76L83	ASXL2 ASXH2 KIAA1685	55252
Q9Y5U8	MPC1 BRP44L CGI-129 HSPC040 PNAS-115	51660
Q9Y2Z2	MTO1 CGI-02	25821
Q03111	MLLT1 ENL LTG19 YEATS1	4298
O94804	STK10 LOK	6793
Q6P2E9	EDC4 HEDLS	23644
Q13330	MTA1	9112
Q9NS69	TOMM22 TOM22	56993
O00541	PES1	23481
Q9NQS7	INCENP	3619
P08559	PDHA1 PHE1A	5160
O95807	TMEM50A SMP1 UNQ386/PRO718	23585
Q53GS7	GLE1 GLE1L	2733
P52306	RAP1GDS1	5910
P50454	SERPINH1 CBP1 CBP2 HSP47 SERPINH2 PIG14	871
Q96BN8	OTULIN FAM105B	90268
Q9Y421	FAM32A OTAG12 CGI-144	26017
Q8IWA0	WDR75 UTP17	84128
Q9Y265	RUVBL1 INO80H NMP238 TIP49 TIP49A	8607
P48059	LIMS1 PINCH PINCH1	3987
Q96JI7	SPG11 KIAA1840	80208
P51452	DUSP3 VHR	1845
O75808	CAPN15 SOLH	6650
Q9P003	CNIH4 HSPC163	29097
Q96RE7	NACC1 BTBD14B NAC1	112939
Q16236	NFE2L2 NRF2	4780
P49591	SARS1 SARS SERS	6301
Q8IZQ5	SELENOH C11orf31 SELH	280636
O43399	TPD52L2	7165
Q99614	TTC1 TPR1	7265
Q96BR1	SGK3 CISK SGKL	23678
Q7Z478	DHX29 DDX29	54505
Q9H0U9	TSPYL1 TSPYL	7259
Q14203	DCTN1	1639
P04921	GYPC GLPC GPC	2995
Q13617	CUL2	8453
P10768	ESD	2098
P28340	POLD1 POLD	5424
Q7Z7A4	PXK	54899
Q02818	NUCB1 NUC	4924
Q13574	DGKZ DAGK6	8525
P40222	TXLNA TXLN	200081
O15503	INSIG1	3638
Q9NUM3	SLC39A9 ZIP9 UNQ714/PRO1377	55334
P0DPB5	POLR1D	51082
P0DPB6	POLR1D	51082
P47755	CAPZA2	830
Q8TDX7	NEK7	140609
Q9UNS2	COPS3 CSN3	8533
P28749	RBL1	5933
Q969F1	GTF3C6 C6orf51 CDA020 NPD020	112495
P11766	ADH5 ADHX FDH	128
Q13415	ORC1 ORC1L PARC1	4998
Q04727	TLE4 GRG4 KIAA1261	7091
O75489	NDUFS3	4722
Q9NP50	SINHCAF C12orf14 FAM60A L4	58516
O00453	LST1 B144	7940
P51798	CLCN7	1186
Q9BVK2	ALG8 HUSSY-02	79053
P42768	WAS IMD2	7454
O94913	PCF11 KIAA0824	51585
Q96QR8	PURB	5814
Q969V3	NCLN	56926
Q68DK7	MSL1 MSL1L1	339287
Q96P20	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1	114548
P98196	ATP11A ATPIH ATPIS KIAA1021	23250
O75506	HSBP1 HSF1BP	3281
Q8TAD4	SLC30A5 ZNT5 ZNTL1 ZTL1 UNQ863/PRO1879	64924
P52815	MRPL12 MRPL7 RPML12	6182
Q9Y2Y9	KLF13 BTEB3 NSLP1	51621
Q96SC8	DMRTA2 DMRT5	63950
Q92879	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	10658
Q12797	ASPH BAH	444
A6NDU8	C5orf51	285636
P23458	JAK1 JAK1A JAK1B	3716
Q9Y2B0	CNPY2 MSAP TMEM4 ZSIG9 UNQ1943/PRO4426	10330
Q9NP77	SSU72 HSPC182 PNAS-120	29101
Q9Y2F5	ICE1 KIAA0947	23379
Q8WV37	ZNF480	147657
Q13625	TP53BP2 ASPP2 BBP	7159
Q7Z628	NET1 ARHGEF8	10276
Q9NYH9	UTP6 C17orf40 HCA66 MHAT	55813
Q5VUA4	ZNF318 HRIHFB2436	24149
Q8IWV8	UBR2 C6orf133 KIAA0349	23304
Q8WUW1	BRK1 C3orf10 HSPC300 MDS027	55845
Q9UGL1	KDM5B JARID1B PLU1 RBBP2H1	10765
Q07864	POLE POLE1	5426
Q16644	MAPKAPK3	7867
Q7LDG7	RASGRP2 CDC25L MCG7	10235
Q9NWW5	CLN6	54982
P52594	AGFG1 HRB RAB RIP	3267
Q8NDT2	RBM15B OTT3	29890
Q9UKA4	AKAP11 AKAP220 KIAA0629	11215
A9YTQ3	AHRR BHLHE77 KIAA1234	57491
Q9NPA0	EMC7 C11orf3 C15orf24 HT022 UNQ905/PRO1926	56851
Q5TB30	DEPDC1 DEPDC1A	55635
P55786	NPEPPS PSA	9520
O60234	GMFG	9535
Q9Y3C6	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984	51645
Q99653	CHP1 CHP	11261
Q14145	KEAP1 INRF2 KIAA0132 KLHL19	9817
P62857	RPS28	6234
P42356	PI4KA PIK4 PIK4CA	5297
P15309	ACP3 ACPP	55
O75223	GGCT C7orf24 CRF21	79017
Q9BY77	POLDIP3 KIAA1649 PDIP46	84271
O43151	TET3 KIAA0401	200424
Q13568	IRF5	3663
Q8N0T1	RBIS C8orf59	401466
Q9NPJ8	NXT2 BM-025 DC9	55916
Q9H2K2	TNKS2 PARP5B TANK2 TNKL	80351
P21291	CSRP1 CSRP CYRP	1465
Q14671	PUM1 KIAA0099 PUMH1	9698
O15234	CASC3 MLN51	22794
P62328	TMSB4X TB4X THYB4 TMSB4	7114
Q8TAT6	NPLOC4 KIAA1499 NPL4	55666
P53803	POLR2K	5440
O95104	SCAF4 KIAA1172 SFRS15	57466
Q06187	BTK AGMX1 ATK BPK	695
P22732	SLC2A5 GLUT5	6518
O15347	HMGB3 HMG2A HMG4	3149
Q8N684	CPSF7	79869
Q01082	SPTBN1 SPTB2	6711
Q6IQ32	ADNP2 KIAA0863 ZNF508	22850
O15239	NDUFA1	4694
Q96AT1	KIAA1143	57456
Q92925	SMARCD2 BAF60B PRO2451	6603
Q5BJF6	ODF2	4957
O14524	NEMP1 KIAA0286 TMEM194 TMEM194A	23306
P17181	IFNAR1 IFNAR	3454
O95235	KIF20A MKLP2 RAB6KIFL	10112
Q99741	CDC6 CDC18L	990
Q9Y2W2	WBP11 NPWBP SIPP1 SNP70	51729
P08910	ABHD2 LABH2	11057
Q9NPG3	UBN1	29855
Q6Q0C0	TRAF7 RFWD1 RNF119	84231
Q99536	VAT1	10493
Q9NY97	B3GNT2 B3GALT7 B3GNT1	10678
Q9H0U3	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244	84061
Q92888	ARHGEF1	9138
P51965	UBE2E1 UBCH6	7324
Q8IWX8	CHERP DAN26 SCAF6	10523
P35556	FBN2	2201
Q9H0G5	NSRP1 CCDC55 NSRP70	84081
Q6P996	PDXDC1 KIAA0251	23042
Q7L7X3	TAOK1 KIAA1361 MAP3K16 MARKK	57551
Q13459	MYO9B MYR5	4650
P68402	PAFAH1B2 PAFAHB	5049
Q6NUK1	SLC25A24 APC1 MCSC1 SCAMC1	29957
Q14738	PPP2R5D	5528
O15397	IPO8 RANBP8	10526
Q9P0J0	NDUFA13 GRIM19 CDA016 CGI-39	51079
Q7Z3K3	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003	23126
Q9NVT9	ARMC1 ARCP	55156
Q7L4I2	RSRC2	65117
O75417	POLQ POLH	10721
P05166	PCCB	5096
Q9Y3D3	MRPS16 RPMS16 CGI-132	51021
O15525	MAFG	4097
Q8NB46	ANKRD52	283373
O14561	NDUFAB1	4706
Q16774	GUK1 GMK GMPK	2987
Q9UL45	BLOC1S6 PA PLDN	26258
P42566	EPS15 AF1P	2060
P49721	PSMB2	5690
Q8N1F7	NUP93 KIAA0095	9688
P01040	CSTA STF1 STFA	1475
Q7Z3Z4	PIWIL4 HIWI2 PIWI	143689
Q14151	SAFB2 KIAA0138	9667
O43677	NDUFC1	4717
Q99707	MTR	4548
O95782	AP2A1 ADTAA CLAPA1	160
Q99471	PFDN5 MM1 PFD5	5204
Q7Z429	GRINA LFG1 NMDARA1 TMBIM3	2907
Q9H211	CDT1	81620
Q9ULJ6	ZMIZ1 KIAA1224 RAI17 ZIMP10	57178
P62837	UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B	7322
P83876	TXNL4A DIM1 TXNL4	10907
Q8TCT9	HM13 H13 IMP1 PSL3 SPP MSTP086	81502
P09012	SNRPA	6626
P50748	KNTC1 KIAA0166	9735
Q96K83	ZNF521 EHZF LIP3	25925
Q13439	GOLGA4	2803
Q15796	SMAD2 MADH2 MADR2	4087
Q9UPU5	USP24 KIAA1057	23358
Q13153	PAK1	5058
Q9BU61	NDUFAF3 C3orf60	25915
P04150	NR3C1 GRL	2908
Q96KQ7	EHMT2 BAT8 C6orf30 G9A KMT1C NG36	10919
Q7Z4R8	C6orf120	387263
Q9UKD2	MRTO4 C1orf33 MRT4	51154
Q9UG63	ABCF2 HUSSY-18	10061
Q14166	TTLL12 KIAA0153	23170
Q4ZIN3	TMEM259 C19orf6	91304
Q86YP4	GATAD2A	54815
P51571	SSR4 TRAPD	6748
Q96I25	RBM17 SPF45	84991
Q9UHD8	SEPTIN9 KIAA0991 MSF SEPT9	10801
A0AVT1	UBA6 MOP4 UBE1L2	55236
P20839	IMPDH1 IMPD1	3614
Q96EY7	PTCD3 MRPS39 TRG15	55037
Q9Y6D5	ARFGEF2 ARFGEP2 BIG2	10564
Q6NUK4	REEP3 C10orf74	221035
Q5VTB9	RNF220 C1orf164	55182
Q15003	NCAPH BRRN BRRN1 CAPH KIAA0074	23397
Q9C0J8	WDR33 WDC146	55339
P61758	VBP1 PFDN3	7411
P30084	ECHS1	1892
Q8WXA9	SREK1 SFRS12 SRRP86	140890
Q14694	USP10 KIAA0190	9100
Q8N6L1	KRTCAP2 KCP2	200185
Q9NV06	DCAF13 WDSOF1 HSPC064	25879
P11049	CD37 TSPAN26	951
A0A096LP55	UQCRHL	440567
Q9BPZ7	MAPKAP1 MIP1 SIN1	79109
Q9P287	BCCIP TOK1	56647
P25685	DNAJB1 DNAJ1 HDJ1 HSPF1	3337
Q9C0K1	SLC39A8 BIGM103 ZIP8 PP3105	64116
Q9Y320	TMX2 TXNDC14 CGI-31 My009 PIG26 PSEC0045 UNQ237/PRO270	51075
Q5JSL3	DOCK11 ZIZ2	139818
O15258	RER1	11079
P17028	ZNF24 KOX17 ZNF191 ZSCAN3	7572
Q92552	MRPS27 KIAA0264	23107
Q9NR31	SAR1A SAR1 SARA SARA1	56681
Q10469	MGAT2	4247
Q9NQT5	EXOSC3 RRP40 CGI-102	51010
O60318	MCM3AP GANP KIAA0572 MAP80	8888
Q16706	MAN2A1 MANA2	4124
O60684	KPNA6 IPOA7	23633
Q9HD20	ATP13A1 ATP13A KIAA1825 CGI-152	57130
Q86XK2	FBXO11 FBX11 PRMT9 VIT1 UG063H01	80204
Q9Y6I7	WSB1 SWIP1	26118
Q9BSY9	DESI2 C1orf121 FAM152A PPPDE1 CGI-146 PNAS-4	51029
P62304	SNRPE	6635
O00303	EIF3F EIF3S5	8665
Q92905	COPS5 CSN5 JAB1	10987
Q8N9Q2	SREK1IP1 P18SRP SFRS12IP1	285672
Q9UJW0	DCTN4	51164
O95067	CCNB2	9133
Q9Y6E0	STK24 MST3 STK3	8428
P49821	NDUFV1 UQOR1	4723
Q9H330	TMEM245 C9orf5	23731
P27105	STOM BND7 EPB72	2040
Q99623	PHB2 BAP REA	11331
Q92560	BAP1 KIAA0272 hucep-6	8314
Q16698	DECR1 DECR SDR18C1	1666
Q13451	FKBP5 AIG6 FKBP51	2289
Q5T6F2	UBAP2 KIAA1491	55833
Q99543	DNAJC2 MPHOSPH11 MPP11 ZRF1	27000
Q7Z7L1	SLFN11	91607
Q9Y6N5	SQOR SQRDL CGI-44	58472
Q10713	PMPCA INPP5E KIAA0123 MPPA	23203
Q9Y3C5	RNF11 CGI-123	26994
Q9UJU6	DBNL CMAP SH3P7 PP5423	28988
P50281	MMP14	4323
O95948	ONECUT2 HNF6B	9480
Q5VT52	RPRD2 KIAA0460 HSPC099	23248
P61970	NUTF2 NTF2	10204
Q16204	CCDC6 D10S170 TST1	8030
Q99607	ELF4 ELFR MEF	2000
O95365	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	51341
Q9Y3E7	CHMP3 CGI149 NEDF VPS24 CGI-149	51652
O14744	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	10419
Q14789	GOLGB1	2804
O75438	NDUFB1	4707
Q9BRV8	SIKE1 SIKE	80143
Q9ULZ3	PYCARD ASC CARD5 TMS1	29108
Q5H9U9	DDX60L	91351
Q12904	AIMP1 EMAP2 SCYE1	9255
O75787	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072	10159
Q6UB35	MTHFD1L FTHFSDC1	25902
Q6P1X5	TAF2 CIF150 TAF2B	6873
Q13045	FLII FLIL	2314
Q6PD62	CTR9 KIAA0155 SH2BP1	9646
O75165	DNAJC13 KIAA0678 RME8	23317
Q14494	NFE2L1 HBZ17 NRF1 TCF11	4779
Q9C0A6	SETD5 KIAA1757	55209
P62341	SELENOT SELT UNQ150/PRO176	51714
Q9Y224	RTRAF C14orf166 CGI-99	51637
Q13362	PPP2R5C KIAA0044	5527
Q9NWD8	TMEM248 C7orf42	55069
Q9Y657	SPIN1 OCR SPIN	10927
Q86UV5	USP48 USP31	84196
P42858	HTT HD IT15	3064
O00461	GOLIM4 GIMPC GOLPH4 GPP130	27333
Q9NW64	RBM22 ZC3H16 199G4	55696
Q9HAR2	ADGRL3 KIAA0768 LEC3 LPHN3	23284
Q13217	DNAJC3 P58IPK PRKRI	5611
P16885	PLCG2	5336
Q9UPR3	SMG5 EST1B KIAA1089	23381
Q92804	TAF15 RBP56 TAF2N	8148
Q9Y2L5	TRAPPC8 KIAA1012	22878
Q9NZ01	TECR GPSN2 SC2	9524
O43516	WIPF1 WASPIP WIP	7456
P53680	AP2S1 AP17 CLAPS2	1175
O43318	MAP3K7 TAK1	6885
Q96JM3	CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828	283489
P78317	RNF4 SNURF RES4-26	6047
Q96JH7	VCPIP1 KIAA1850 VCIP135	80124
Q9UFW8	CGGBP1 CGGBP	8545
Q8TCS8	PNPT1 PNPASE	87178
P40763	STAT3 APRF	6774
P53804	TTC3 DCRR1 RNF105 TPRD	7267
P61019	RAB2A RAB2	5862
P82094	TMF1 ARA160	7110
Q13127	REST NRSF XBR	5978
Q9BYD2	MRPL9	65005
Q8WXF1	PSPC1 PSP1	55269
Q32P51	HNRNPA1L2 HNRNPA1L	144983
Q9BRR6	ADPGK PSEC0260	83440
P28838	LAP3 LAPEP PEPS	51056
O75563	SKAP2 PRAP RA70 SAPS SCAP2 SKAP55R	8935
O75874	IDH1 PICD	3417
Q8TF01	PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306	25957
Q12873	CHD3	1107
O60427	FADS1 FADSD5	3992
O95714	HERC2	8924
Q8IZQ1	WDFY3 KIAA0993	23001
O14578	CIT CRIK KIAA0949 STK21	11113
Q08378	GOLGA3	2802
Q9NYL2	MAP3K20 MLTK ZAK HCCS4	51776
Q8NDC0	MAPK1IP1L C14orf32	93487
O43914	TYROBP DAP12 KARAP	7305
P83881	RPL36A RPL44 GIG15 MIG6	6173
P26572	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	4245
Q68EM7	ARHGAP17 RICH1 MSTP066 MSTP110	55114
Q7L5N1	COPS6 CSN6 HVIP	10980
P55327	TPD52	7163
P55735	SEC13 D3S1231E SEC13A SEC13L1 SEC13R	6396
Q66K14	TBC1D9B KIAA0676	23061
Q9Y3B1	PRELID3B C20orf45 SLMO2 CGI-107	51012
Q9UII2	ATP5IF1 ATPI ATPIF1	93974
Q9H8Y8	GORASP2 GOLPH6	26003
P55851	UCP2 SLC25A8	7351
O94903	PLPBP PROSC	11212
Q86TU7	SETD3 C14orf154	84193
Q9Y5Z4	HEBP2 C6orf34 SOUL	23593
Q96A54	ADIPOR1 PAQR1 TESBP1A CGI-45	51094
Q8WX92	NELFB COBRA1 KIAA1182	25920
P01106	MYC BHLHE39	4609
Q01085	TIAL1	7073
Q96KC8	DNAJC1 HTJ1	64215
P61165	TMEM258 C11orf10 HSPC005	746
Q9Y2K7	KDM2A CXXC8 FBL11 FBL7 FBXL11 JHDM1A KIAA1004	22992
Q13123	IK RED RER	3550
Q8NHY2	COP1 RFWD2 RNF200	64326
O94915	FRYL AF4P12 KIAA0826	285527
P27708	CAD	790
Q9Y2E5	MAN2B2 KIAA0935	23324
Q9NZM5	NOP53 GLT GLTSCR2 PICT1	29997
P27694	RPA1 REPA1 RPA70	6117
Q16718	NDUFA5	4698
Q9Y3T9	NOC2L NIR	26155
O00442	RTCA RPC RPC1 RTC1 RTCD1	8634
Q9BUN8	DERL1 DER1 UNQ243/PRO276	79139
Q13233	MAP3K1 MAPKKK1 MEKK MEKK1	4214
Q06210	GFPT1 GFAT GFPT	2673
Q8NBQ5	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	51170
Q13428	TCOF1	6949
P43246	MSH2	4436
Q13315	ATM	472
P10619	CTSA PPGB	5476
Q9NR48	ASH1L KIAA1420 KMT2H	55870
Q92900	UPF1 KIAA0221 RENT1	5976
O14737	PDCD5 TFAR19	9141
Q5T1R4	HIVEP3 KBP1 KIAA1555 KRC ZAS3	59269
P07741	APRT	353
Q15904	ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3	537
P40818	USP8 KIAA0055 UBPY	9101
